masterhotelid,hotel_lat,hotel_lon,hotel_zone,hotel_city,hotel_star,hotel_goldstar,hotel_brand,hotel_avg_picturerate,hotel_avg_picturerank,hotel_fromcitycenter,hotel_fromairport,hotel_fromtrain,hotel_price_compare_7d,hotel_ciireceivable_sum_7d,hotel_city_avg_fh_price_avg_7d,hotel_city_avg_order_cnt_7d,hotel_fh_price_avg_7d,hotel_order_cnt_7d,hotel_pv_list_avg_7d,hotel_uv_list_avg_7d,hotel_zone_avg_ciireceivable_sum_7d,hotel_zone_avg_order_cnt_7d,hotel_zone_avg_pv_list_avg_7d,hotel_zone_avg_fh_price_avg_7d,hotel_zone_avg_uv_list_avg_7d,hotel_ciiquantity_sum_7d,hotel_ciireceivable_sum_31d,hotel_city_avg_fh_price_avg_31d,hotel_city_avg_order_cnt_31d,hotel_fh_price_avg_31d,hotel_order_cnt_31d,hotel_pv_list_avg_31d,hotel_uv_list_avg_31d,hotel_zone_avg_fh_price_avg_31d,hotel_zone_avg_order_cnt_31d,hotel_zone_avg_uv_list_avg_31d,hotel_zone_htl_cnt,hotel_city_htl_cnt,hotel_novoters,hotel_score,hotel_var_tag_108,hotel_var_tag_109,hotel_var_tag_110,hotel_var_tag_114,hotel_var_tag_117,hotel_tag_10_20,hotel_tag_20_30,hotel_tag_30_40,hotel_tag_40_50,hotel_tag_50_60,hotel_tag_60_on,hotel_tag_male,hotel_tag_xiuxiandujia_r,user_advanceddate,user_avgstar_total,user_avggoldstar,user_numorderholidayratio,user_avgdealpriceholiday,user_numorderworkdayratio,user_avgdealpriceworkday,user_numinvoiceratio,user_numcommentratio,user_avgprice_total,user_maxprice_total,user_minprice_total,user_stdprice,user_cvprice,user_businessorderratio,user_substitudeorderratio,user_ordernum,user_citynum,user_cancellordernumratio,user_activation,user_generous_value,user_consume_value,user_maxprice_1week,user_avgprice_1week,user_avgprice_3month,user_minprice_3month,user_maxprice_3month,user_medprice_3month,user_avghoteleval_3month,user_avgprice_6month,user_avghoteleval_6month,user_maxhoteleval_6month,user_minprice_6month,user_maxprice_6month,user_ordnum_1year,user_avgstar_1year,user_avgprice_1year,user_minprice_1year,user_maxprice_1year,user_medprice_1year,user_avghoteleval_1year,user_maxhoteleval_1year,user_minhoteleval_1year,user_avgcustomereval_1year,user_varistar_total,user_avgcustomereval_total,user_avghoteleval_total,user_medprice_total,user_star_low,user_star_high,user_price_down,user_price_up,user_interest_gps_lon,user_interest_gps_lat,user_tag_if_male,user_tag_age_low,user_tag_age_high,user_tag_star_2,user_tag_star_3,user_tag_star_4,user_tag_star_5,user_tag_if_meishi,user_tag_if_zijia,user_tag_if_chongwu,user_tag_if_minsu,user_tag_if_brand,user_tag_brand_1,user_tag_brand_2,user_tag_brand_3,user_tag_if_shangwu,user_tag_if_xiuxian,user_tag_if_qinzi,user_tag_if_compare,if_brand_01,if_brand_02,if_brand_03,if_star_same,scene_poi,scene_foreign,scene_keyword,user_price_lower_pres,user_price_upper_pres,user_is_2star_pres,user_is_3star_pres,user_is_4star_pres,user_is_5star_pres,user_is_brand_pres,user_is_dist_pres,user_is_4_5_score_pres,user_is_4_0_score_pres,user_is_3_5_score_pres,user_is_3_0_score_pres,user_is_more5_commentq_pres,user_is_more10_commentq_pres,user_is_more20_commentq_pres,user_is_more50_commentq_pres,fh_price,dist,hotel_mainscore,arrival_weekday,advanced_days,stay_fordays,user_interestgps_to_nowhtl_diff,delta_price_down,delta_price_up,dynamic_price_down,hotel_openyear_diffdays,hotel_fitmentyear_diffdays,usernow_to_htl_dist,delta_avg_price,delta_hotel_city_price,delta_hotel_self_price,delta_hotel_zone_price,user_hisclickhtl_num,user_hisclickhtl_startprice_min,user_hisclickhtl_startprice_max,user_hisclickhtl_startprice_median,user_hisclickhtl_star_min,user_hisclickhtl_star_max,user_hisclickhtl_star_mean,user_hisclickhtl_to_qidhtl_dist_min,user_hisclickhtl_to_qidhtl_dist_max,user_hisclickhtl_to_qidhtl_dist_median,user_hisclickhtl_to_qidhtl_same_ratio,user_samceity_collecthtl_to_qidhtl_sim_last1,user_samceity_collecthtl_to_qidhtl_pricediff_last1,user_samceity_collecthtl_to_qidhtl_datediff_last1,user_samceity_collecthtl_to_qidhtl_stardiff_last1,user_samceity_collecthtl_to_qidhtl_dist_last1,user_samceity_collecthtl_to_qidhtl_sim_last2,user_samceity_collecthtl_to_qidhtl_pricediff_last2,user_samceity_collecthtl_to_qidhtl_datediff_last2,user_samceity_collecthtl_to_qidhtl_stardiff_last2,user_samceity_collecthtl_to_qidhtl_dist_last2,user_samecity_hisorderhtl_to_qidhtl_sim_last1,user_samecity_hisorderhtl_to_qidhtl_pricediff_last1,user_samecity_hisorderhtl_datediff_last1,user_samecity_hisorderhtl_to_qidhtl_stardiff_last1,user_samecity_hisorderhtl_to_qidhtl_dist_last1,user_samecity_hisorderhtl_to_qidhtl_sim_last2,user_samecity_hisorderhtl_to_qidhtl_pricediff_last2,user_samecity_hisorderhtl_datediff_last2,user_samecity_hisorderhtl_to_qidhtl_stardiff_last2,user_samecity_hisorderhtl_to_qidhtl_dist_last2,user_value1,user_value2,user_value3,user_value4,user_value5,hotel_value1,hotel_value2,hotel_value3,hotel_value4,hotel_value5,response,desc
15074495,31.193422,121.71664,13775,2,0,0,-999999,16,0.085,28920,13760,31880,0,0,438.80695,24.735209,658,0,1.3333334,1.3333334,17477.172,15.418692,827.3679,437.57938,469.23914,0,0,434.30444,109.883766,657.5472,0,4.4166665,3.5,451.93524,71.11215,427.3373,2350,29063,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,-999999,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,658,9735.43,0,5,0,1,-999999,458,158,1.5037272,664,-999999,34924.79,328.7271,223.69556,0.45281982,206.06476,5,321,498,496,3,4,3.8,178716.27,181319.69,179859.23,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.734656,6.8838444,7.1250215,6168,-999999,0.9998858,0.000182744
17913164,31.182806,121.710556,13775,2,2,2,0,23,0.017,28630,13070,31580,1,1408,438.80695,24.735209,349.62347,2,218,159,17477.172,15.418692,827.3679,437.57938,469.23914,3,9071,434.30444,109.883766,400.7931,14,175.03226,124.32258,451.93524,71.11215,427.3373,2350,29063,42,4.9,0,0,8,21,0,0,0.1262136,0.0776699,0.019417476,0.009708738,0.009708738,0.26213592,0.985,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,342,9840.56,3.2733,5,0,1,-999999,142,158,0.78157246,179,-999999,34479.65,71.97302,92.30444,58.79309,109.93524,5,321,498,496,3,4,3.8,177544.47,180140.06,178690.3,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.840757,5.622333,5.8326106,6168,-999999,0.3713641,0.005817464
22755588,31.10377,121.771675,466,2,4,5,0,11,0.487,40550,14610,43500,1,63439,438.80695,24.735209,485.2915,101,1988.8572,1191.5714,35221.63,64.19009,2491.508,260.97644,1330.0215,137,329293,434.30444,109.883766,495.75018,488,1772.9032,1043.3871,289.4114,272.2066,1497.012,368,29063,517,4.9,88,0,79,0,8,0.003294893,0.07907743,0.07578254,0.021416804,0.008237232,0.008237232,0.18286656,0.862,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,528,6808.28,6005.106,5,0,1,-999999,328,28,2.0231712,118,97088,42145.71,166.93011,93.69556,32.249817,238.5886,5,321,498,496,3,4,3.8,177266.55,179717.08,178460.23,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,6.812691,10.872514,10.3231945,6168,-999999,0.35834563,0.026647009
5803527,31.148933,121.75821,466,2,2,4,0,21,0.068,36560,9380,39510,1,2237,438.80695,24.735209,131.84047,18,742.2857,516.2857,35221.63,64.19009,2491.508,260.97644,1330.0215,18,19630,434.30444,109.883766,135.58359,132,1098.8064,712.2258,289.4114,272.2066,1497.012,368,29063,1253,4.1,0,0,50,0,0,0.004946997,0.09611307,0.055123676,0.012367492,0.008833922,0.009187279,0.13498233,0.685,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,115,4899.28,6003.943,5,0,1,-999999,85,385,0.44065282,1030,483,39590.96,193.23648,319.30444,20.583588,174.4114,5,321,498,496,3,4,3.8,179020.86,181539.2,180192.97,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,4.901371,8.481421,8.181929,6168,-999999,0.37248752,0.004019965
8914152,31.16224,121.73503,13775,2,3,2,0,13,3.367,33280,9360,34193,0,3348,438.80695,24.735209,458.67844,6,310.57144,222,17477.172,15.418692,827.3679,437.57938,469.23914,7,21119,434.30444,109.883766,498.9773,28,353.3871,263.5484,451.93524,71.11215,427.3373,2350,29063,126,4.8,34,0,15,0,0,0.002197802,0.0967033,0.15604396,0.03736264,0.004395605,0.015384615,0.23296703,0.848,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,458,7079.55,3.6176,5,0,1,-999999,258,42,1.0466672,483,97088,37137.38,170.15723,23.695557,40.977295,6.0647583,5,321,498,496,3,4,3.8,178073.42,180625.66,179234.27,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,7.080422,6.5020704,6.362321,6168,-999999,0.367083,0.012667168
15853200,31.142624,121.7074,13775,2,0,0,-999999,13,0.001,31620,13670,34570,0,4413,438.80695,24.735209,445.27573,6,516.8571,366.2857,17477.172,15.418692,827.3679,437.57938,469.23914,9,18657,434.30444,109.883766,458.17554,26,373.90323,273.3871,451.93524,71.11215,427.3373,2350,29063,239,4.9,0,0,8,20,0,0,0.058252428,0.13592233,0.009708738,0,0.004854369,0.26213592,1,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,-999999,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,506,9790.33,2.9253,5,0,1,-999999,306,6,1.1563616,299,-999999,35040.93,129.35547,71.69556,47.824463,54.06476,5,321,498,496,3,4,3.8,174661.69,177210.95,175823.69,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.792614,3.6661675,3.3021204,6168,-999999,0.37348792,0.002419378
6515714,31.149626,121.76949,466,2,4,2,1114,10,2.465,37680,8920,40640,0,257061,438.80695,24.735209,414.0326,472,35603.285,16156.143,35221.63,64.19009,2491.508,260.97644,1330.0215,591,1174199,434.30444,109.883766,409.36533,2326,39456.582,20659.549,289.4114,272.2066,1497.012,368,29063,14584,4.8,951,0,1144,7,145,0.002265714,0.080357336,0.15536328,0.08836286,0.020930884,0.023649743,0.24562502,0.501,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,544,3826.54,4.897,5,0,1,-999999,344,44,2.0844793,664,97088,40627.74,80.54526,109.69556,134.63467,254.5886,5,321,498,496,3,4,3.8,179947.81,182458.56,181122.36,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,3.829097,9.558271,9.2593,6168,-999999,-0.07626936,0.12203098
6111295,31.099173,121.81578,466,2,2,4,50,11,4.459,45560,10540,44751,0,15533,438.80695,24.735209,166.5785,73,1957.4286,1306.2858,35221.63,64.19009,2491.508,260.97644,1330.0215,87,72944,434.30444,109.883766,178.49953,312,2032.0968,1268.7097,289.4114,272.2066,1497.012,368,29063,2716,4.4,58,0,122,0,0,0.000430849,0.08358466,0.11826799,0.042438604,0.011632917,0.018526496,0.2022835,0.654,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,200,6351.09,6004.2354,5,0,1,-999999,0,300,0.7663527,786,97088,46305.06,150.32054,234.30444,21.500473,89.41141,5,321,498,496,3,4,3.8,180521.11,182932.94,181726.3,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,6.3553777,14.936893,14.423868,6168,-999999,0.35627118,0.029966123
16110230,31.105536,121.7685,466,2,0,0,-999999,11,25.704,40200,14490,43160,0,0,438.80695,24.735209,653.62665,0,64.14286,54,35221.63,64.19009,2491.508,260.97644,1330.0215,0,0,434.30444,109.883766,652.3856,0,59.19355,48.548386,289.4114,272.2066,1497.012,368,29063,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,-999999,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,780,6808.03,0,5,0,1,-999999,580,280,2.9887755,360,-999999,41796.87,323.56555,345.69556,127.61438,490.5886,5,321,498,496,3,4,3.8,177121.9,179577.14,178314.16,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,6.8124027,10.514423,9.966945,6168,-999999,0.99992317,0.000122861
6170681,31.186869,121.757935,466,2,2,2,187,25,4.691,33480,9180,36430,0,557,438.80695,24.735209,142.65823,4,315.85715,211.28572,35221.63,64.19009,2491.508,260.97644,1330.0215,4,11920,434.30444,109.883766,134.09438,81,830.5806,525.64514,289.4114,272.2066,1497.012,368,29063,1221,4.5,94,0,110,9,7,0.000886525,0.08909574,0.060283687,0.025265958,0.006205674,0.022606382,0.1746454,0.717,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150,5958.31,3.0399,5,0,1,-999999,50,350,0.57476455,1030,97088,38909.88,194.7257,284.30444,15.905624,139.4114,5,321,498,496,3,4,3.8,181446.77,184011.36,182603.25,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,5.9569273,9.557532,9.551712,6168,-999999,0.3717678,0.005171528
2613835,31.205973,121.76188,466,2,2,2,0,20,98.725,33270,8410,36220,1,78,438.80695,24.735209,77.55808,1,112.85714,83,35221.63,64.19009,2491.508,260.97644,1330.0215,1,461,434.30444,109.883766,77.8643,6,140.16129,104.129036,289.4114,272.2066,1497.012,368,29063,75,2.3,0,0,0,0,0,0,0.044303797,0.044303797,0.03797468,0.006329114,0.03164557,0.050632913,0.819,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77,7152.32,2.1709,5,0,1,-999999,123,423,0.2950458,97088,97088,39125.3,250.95576,357.30444,0.8643036,212.4114,5,321,498,496,3,4,3.8,183005.8,185589.84,184155.45,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,7.1497636,11.015311,11.10951,6168,-999999,0.9999716,4.54111E-05
479849,31.180294,121.75322,466,2,2,4,39,13,0.023,33610,8610,35742,0,16953,438.80695,24.735209,127.464966,105,1720.2858,1083.4286,35221.63,64.19009,2491.508,260.97644,1330.0215,125,95037,434.30444,109.883766,141.34244,573,2677.2903,1487.742,289.4114,272.2066,1497.012,368,29063,3116,4.4,0,0,340,11,102,0.000698413,0.062984124,0.096761905,0.040507935,0.01447619,0.026095238,0.17403175,0.753,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,5963.86,6003.602,5,0,1,-999999,112,412,0.3371952,3282,268,38545.81,187.47763,346.30444,53.342438,201.4114,5,321,498,496,3,4,3.8,180653.81,183214.11,181811.8,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,5.9630466,8.829594,8.792634,6168,-999999,0.3711438,0.00616996
12635825,31.137304,121.70945,13775,2,2,0,0,17,0.027,32029.998,14370,34990,1,241,438.80695,24.735209,221.41547,1,59.142857,45.42857,17477.172,15.418692,827.3679,437.57938,469.23914,1,1582,434.30444,109.883766,256.1854,4,54.29032,43.387096,451.93524,71.11215,427.3373,2350,29063,21,4.9,0,0,9,12,0,0,0.055555556,0,0,0,0.027777778,0.083333336,1,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,214,9706.33,2.5046,5,0,1,-999999,14,286,0.4890541,97088,97088,35384.14,72.634674,220.30444,42.185394,237.93524,5,321,498,496,3,4,3.8,174476.88,177017.9,175641.66,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.708948,3.974545,3.5280066,6168,-999999,0.999303,0.00111528
16107655,31.149586,121.7051,13775,2,0,0,-999999,13,0.004,31160,14190,34120,0,0,438.80695,24.735209,323,0,1.5,1,17477.172,15.418692,827.3679,437.57938,469.23914,0,0,434.30444,109.883766,288.68115,0,8.625,6.4583335,451.93524,71.11215,427.3373,2350,29063,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,-999999,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-999999,9921.43,0,5,0,1,-999999,-999999,-999999,999999,452,-999999,34639.7,40.138916,0,999999,0,5,321,498,496,3,4,3.8,174936.7,177496.38,176095.16,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,9.923164,3.4328787,3.2073884,6168,-999999,0.99997854,3.43573E-05
5926952,31.176357,121.74683,466,2,4,6,1,27,0.055,33650,9020,36600,1,41088,438.80695,24.735209,348.82648,84,5967.4287,3832.5715,35221.63,64.19009,2491.508,260.97644,1330.0215,110,111941,434.30444,109.883766,331.44437,267,3394.8708,2177.2258,289.4114,272.2066,1497.012,368,29063,1489,4.6,76,0,138,0,24,0.000949893,0.06269295,0.19805272,0.10876276,0.027071955,0.032058895,0.20731418,0.381,6.3636365,3,3.90909,0.90909094,296.2055,0.09090909,415.7922,0,0.27272728,328.82007,468,217,94.66255,0.28788558,0,0,11,7,2.2727273,4.2323494,12.17,32.864445,-999999,-999999,417,366,468,468,4.6499996,333.75,4.525,4.7,217,468,6,3.1666667,331.25,217,468,284,4.5166664,4.7,4.4,3.1666667,0.20320855,2.9545455,4.572727,284,3,4,200,500,-999999,-999999,0,-999999,-999999,0.13699748,0.3765776,0.41602808,0.07039684,0,0,0,0,1,1014,-999999,-999999,0,1,0,0,0,-999999,-999999,-999999,1,1,0,0,999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,312,6341.18,8004.606,5,0,1,-999999,112,188,1.1955103,1030,878,37999.13,2.624298,122.30444,19.444366,22.588593,5,321,498,496,3,4,3.8,179904.2,182464.58,181062.19,0,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0,9.6819,7.1204,1.0882548,-999999,6.3412285,8.09442,8.0482025,6168,-999999,0.33677158,0.061165497
